Mosquito ID,Replicate,Batch,Day,Temperature,Infected,Disseminated,Infectious,,
137,1,6,3,36,1,1,0,,
138,1,6,3,36,1,1,0,,
139,1,6,3,36,1,1,0,,
140,1,6,3,36,1,0,0,,
141,1,6,3,38,1,0,0,,
142,1,6,3,38,1,1,0,,
143,1,6,3,38,1,0,0,,
144,1,6,3,38,1,1,0,,
145,1,6,3,38,1,1,1,,
146,1,6,3,38,1,1,0,,
147,1,6,3,38,1,0,0,,
148,1,6,3,38,1,0,0,,
149,1,6,3,38,1,1,0,,
150,1,6,3,38,1,1,0,,
151,1,6,3,38,0,0,0,,
152,1,6,3,38,0,0,0,,
153,1,6,3,38,0,0,0,,
154,1,6,3,38,0,0,0,,
155,1,6,3,38,0,0,0,,
156,1,6,3,38,0,0,0,,
157,1,6,3,38,0,0,0,,
158,1,6,3,38,0,0,0,,
159,1,6,3,38,0,0,0,,
160,1,6,3,38,0,0,0,,
161,1,2,6,16,0,0,0,,
162,1,2,6,16,0,0,0,,
163,1,2,6,16,0,0,0,,
164,1,2,6,16,0,0,0,,
165,1,2,6,16,0,0,0,,
166,1,2,6,16,0,0,0,,
167,1,2,6,16,0,0,0,,
168,1,2,6,16,0,0,0,,
169,1,2,6,16,0,0,0,,
170,1,2,6,16,0,0,0,,
171,1,2,6,16,0,0,0,,
172,1,2,6,16,0,0,0,,
173,1,2,6,16,0,0,0,,
174,1,2,6,16,0,0,0,,
175,1,2,6,16,0,0,0,,
176,1,2,6,16,0,0,0,,
177,1,2,6,16,0,0,0,,
178,1,2,6,16,0,0,0,,
179,1,2,6,16,0,0,0,,
180,1,2,6,16,0,0,0,,
181,1,1,6,20,0,0,0,,
182,1,1,6,20,0,0,0,,
183,1,1,6,20,1,0,0,,
184,1,1,6,20,0,0,0,,
185,1,1,6,20,0,0,0,,
186,1,1,6,20,0,0,0,,
187,1,1,6,20,0,0,0,,
188,1,1,6,20,0,0,0,,
189,1,1,6,20,0,0,0,,
190,1,1,6,20,0,0,0,,
191,1,1,6,20,1,0,0,,
192,1,1,6,20,1,0,0,,
193,1,1,6,20,0,0,0,,
194,1,1,6,20,1,0,0,,
195,1,1,6,20,1,0,0,,
196,1,1,6,20,0,0,0,,
197,1,1,6,20,0,0,0,,
198,1,1,6,20,1,0,0,,
199,1,1,6,20,0,0,0,,
200,1,1,6,20,1,0,0,,
201,1,5,6,24,0,0,0,,
202,1,5,6,24,1,0,0,,
203,1,5,6,24,1,0,0,,
204,1,5,6,24,1,1,0,,
205,1,5,6,24,1,0,0,,
206,1,5,6,24,0,0,0,,
207,1,5,6,24,1,0,0,,
208,1,5,6,24,0,0,0,,
209,1,5,6,24,1,0,0,,
210,1,5,6,24,1,0,0,,
211,1,5,6,24,1,0,0,,
212,1,5,6,24,1,0,0,,
213,1,5,6,24,1,0,0,,
214,1,5,6,24,1,0,0,,
215,1,5,6,24,1,0,0,,
216,1,5,6,24,1,0,0,,
217,1,5,6,24,0,0,0,,
218,1,5,6,24,0,0,0,,
219,1,5,6,24,1,0,0,,
220,1,5,6,24,1,0,0,,
221,1,1,6,28,1,1,0,,
222,1,1,6,28,1,0,0,,
223,1,1,6,28,1,0,0,,
224,1,1,6,28,1,0,0,,
225,1,1,6,28,1,0,0,,
226,1,1,6,28,1,1,0,,
227,1,1,6,28,1,0,0,,
228,1,1,6,28,1,1,0,,
229,1,1,6,28,1,0,0,,
230,1,1,6,28,0,0,0,,
231,1,1,6,28,1,0,0,,
232,1,1,6,28,1,0,0,,
233,1,1,6,28,0,0,0,,
234,1,1,6,28,0,0,0,,
235,1,1,6,28,1,0,0,,
236,1,1,6,28,1,1,0,,
237,1,1,6,28,1,1,0,,
238,1,1,6,28,1,0,0,,
239,1,1,6,28,1,1,0,,
240,1,1,6,28,1,1,0,,
241,1,2,6,32,1,1,0,,
242,1,2,6,32,1,1,1,,
243,1,2,6,32,1,1,1,,
244,1,2,6,32,0,0,0,,
245,1,2,6,32,1,1,0,,
246,1,2,6,32,0,0,0,,
247,1,2,6,32,1,1,0,,
248,1,2,6,32,1,1,0,,
249,1,2,6,32,1,1,1,,
250,1,2,6,32,1,1,0,,
251,1,2,6,32,0,0,0,,
252,1,2,6,32,1,1,0,,
253,1,2,6,32,1,1,0,,
254,1,2,6,32,1,1,0,,
255,1,2,6,32,1,1,0,,
256,1,2,6,32,1,1,1,,
257,1,2,6,32,0,0,0,,
258,1,2,6,32,1,1,0,,
259,1,2,6,32,1,1,0,,
260,1,2,6,32,1,1,0,,
261,1,1,6,34,0,0,0,,
262,1,1,6,34,0,0,0,,
263,1,1,6,34,1,1,0,,
264,1,1,6,34,1,1,0,,
265,1,1,6,34,1,1,0,,
266,1,1,6,34,1,1,1,,
267,1,1,6,34,1,1,0,,
268,1,1,6,34,1,0,0,,
269,1,1,6,34,1,1,1,,
270,1,1,6,34,1,1,1,,
271,1,1,6,34,1,1,0,,
272,1,1,6,34,1,1,1,,
273,1,1,6,34,1,1,0,,
274,1,1,6,34,1,1,0,,
275,1,1,6,34,1,1,0,,
276,1,1,6,34,1,1,0,,
277,1,1,6,34,1,1,0,,
278,1,1,6,34,1,1,0,,
279,1,1,6,34,1,1,0,,
280,1,1,6,34,1,1,0,,
281,1,6,6,36,1,0,0,,
282,1,6,6,36,1,1,0,,
283,1,6,6,36,1,1,0,,
284,1,6,6,36,1,1,1,,
285,1,6,6,36,1,1,0,,
286,1,6,6,36,1,1,0,,
287,1,6,6,36,1,1,0,,
288,1,6,6,36,1,1,0,,
289,1,6,6,36,0,0,0,,
290,1,6,6,36,1,1,0,,
291,1,6,6,36,1,1,1,,
292,1,6,6,36,1,1,0,,
293,1,6,6,36,1,1,0,,
294,1,6,6,36,1,1,0,,
295,1,6,6,36,1,1,0,,
296,1,6,6,36,1,1,0,,
297,1,6,6,36,1,1,0,,
298,1,6,6,36,1,1,1,,
299,1,6,6,36,0,0,0,,
300,1,6,6,36,1,1,1,,
301,1,6,6,38,0,0,0,,
302,1,6,6,38,0,0,0,,
303,1,6,6,38,0,0,0,,
304,1,6,6,38,0,0,0,,
305,1,6,6,38,0,0,0,,
306,1,6,6,38,0,0,0,,
307,1,6,6,38,0,0,0,,
308,1,6,6,38,0,0,0,,
309,1,6,6,38,0,0,0,,
310,1,6,6,38,0,0,0,,
311,1,6,6,38,0,0,0,,
312,1,6,6,38,0,0,0,,
313,1,6,6,38,0,0,0,,
314,1,6,6,38,0,0,0,,
315,1,6,6,38,0,0,0,,
316,1,6,6,38,0,0,0,,
317,1,6,6,38,0,0,0,,
318,1,6,6,38,0,0,0,,
319,1,6,6,38,0,0,0,,
320,1,6,6,38,0,0,0,,
321,1,2,9,16,0,0,0,,
322,1,2,9,16,0,0,0,,
323,1,2,9,16,0,0,0,,
324,1,2,9,16,0,0,0,,
325,1,2,9,16,0,0,0,,
326,1,2,9,16,0,0,0,,
327,1,2,9,16,0,0,0,,
328,1,2,9,16,0,0,0,,
329,1,2,9,16,0,0,0,,
330,1,2,9,16,0,0,0,,
331,1,2,9,16,0,0,0,,
332,1,2,9,16,0,0,0,,
333,1,2,9,16,0,0,0,,
334,1,2,9,16,0,0,0,,
335,1,2,9,16,0,0,0,,
336,1,2,9,16,0,0,0,,
337,1,2,9,16,0,0,0,,
338,1,2,9,16,0,0,0,,
339,1,2,9,16,0,0,0,,
340,1,2,9,16,0,0,0,,
341,1,1,9,20,1,0,0,,
342,1,1,9,20,0,0,0,,
343,1,1,9,20,1,0,0,,
344,1,1,9,20,0,0,0,,
345,1,1,9,20,0,0,0,,
346,1,1,9,20,0,0,0,,
347,1,1,9,20,0,0,0,,
348,1,1,9,20,1,0,0,,
349,1,1,9,20,1,0,0,,
350,1,1,9,20,0,0,0,,
351,1,1,9,20,0,0,0,,
352,1,1,9,20,1,0,0,,
353,1,1,9,20,1,0,0,,
354,1,1,9,20,0,0,0,,
355,1,1,9,20,1,0,0,,
356,1,1,9,20,1,0,0,,
357,1,1,9,20,1,0,0,,
358,1,1,9,20,1,0,0,,
359,1,1,9,20,1,0,0,,
360,1,1,9,20,1,0,0,,
361,1,5,9,24,1,0,0,,
362,1,5,9,24,1,0,0,,
363,1,5,9,24,1,0,0,,
364,1,5,9,24,1,1,0,,
365,1,5,9,24,1,0,0,,
366,1,5,9,24,0,0,0,,
367,1,5,9,24,0,0,0,,
368,1,5,9,24,1,0,0,,
369,1,5,9,24,0,0,0,,
370,1,5,9,24,1,0,0,,
371,1,5,9,24,1,0,0,,
372,1,5,9,24,0,0,0,,
373,1,5,9,24,1,0,0,,
374,1,5,9,24,1,0,0,,
375,1,5,9,24,0,0,0,,
376,1,5,9,24,1,0,0,,
377,1,5,9,24,1,0,0,,
378,1,5,9,24,1,0,0,,
379,1,5,9,24,1,0,0,,
380,1,5,9,24,0,0,0,,
381,1,1,9,28,1,1,0,,
382,1,1,9,28,1,1,1,,
383,1,1,9,28,1,1,0,,
384,1,1,9,28,1,0,0,,
385,1,1,9,28,1,0,0,,
386,1,1,9,28,1,1,0,,
387,1,1,9,28,1,1,1,,
388,1,1,9,28,1,1,0,,
389,1,1,9,28,1,1,0,,
390,1,1,9,28,1,0,0,,
391,1,1,9,28,1,1,0,,
392,1,1,9,28,1,1,0,,
393,1,1,9,28,1,1,1,,
394,1,1,9,28,1,1,1,,
395,1,1,9,28,1,1,0,,
396,1,1,9,28,1,0,0,,
397,1,1,9,28,1,1,1,,
398,1,1,9,28,1,1,0,,
399,1,1,9,28,1,1,0,,
400,1,1,9,28,1,1,1,,
401,1,2,9,32,0,0,0,,
402,1,2,9,32,1,1,0,,
403,1,2,9,32,1,1,1,,
404,1,2,9,32,1,1,1,,
405,1,2,9,32,1,1,0,,
406,1,2,9,32,1,1,0,,
407,1,2,9,32,1,1,0,,
408,1,2,9,32,0,0,0,,
409,1,2,9,32,1,1,1,,
410,1,2,9,32,1,1,0,,
411,1,2,9,32,1,1,1,,
412,1,2,9,32,1,0,0,,
413,1,2,9,32,0,0,0,,
414,1,2,9,32,0,0,0,,
415,1,2,9,32,1,1,0,,
416,1,2,9,32,1,1,0,,
417,1,2,9,32,1,1,0,,
418,1,2,9,32,1,1,1,,
419,1,2,9,32,1,1,1,,
420,1,2,9,32,1,1,0,,
421,1,1,9,34,1,1,1,,
422,1,1,9,34,1,1,0,,
423,1,1,9,34,0,0,0,,
424,1,1,9,34,1,1,1,,
425,1,1,9,34,1,1,0,,
426,1,1,9,34,1,1,0,,
427,1,1,9,34,1,1,1,,
428,1,1,9,34,1,1,1,,
429,1,1,9,34,1,0,0,,
430,1,1,9,34,1,1,0,,
431,1,1,9,34,1,1,1,,
432,1,1,9,34,1,1,0,,
433,1,1,9,34,1,0,0,,
434,1,1,9,34,1,0,0,,
435,1,1,9,34,1,1,0,,
436,1,1,9,34,1,1,0,,
437,1,1,9,34,1,1,0,,
438,1,1,9,34,1,1,0,,
439,1,1,9,34,1,1,1,,
440,1,1,9,34,1,1,0,,
441,1,6,9,36,1,1,0,,
442,1,6,9,36,1,1,0,,
443,1,6,9,36,0,0,0,,
444,1,6,9,36,1,1,1,,
445,1,6,9,36,1,1,0,,
446,1,6,9,36,1,1,1,,
447,1,6,9,36,1,1,1,,
448,1,6,9,36,1,1,0,,
449,1,6,9,36,1,1,1,,
450,1,6,9,36,1,1,0,,
451,1,6,9,36,1,1,0,,
452,1,6,9,36,1,1,0,,
453,1,6,9,36,1,1,0,,
454,1,6,9,36,1,1,0,,
455,1,6,9,36,1,1,0,,
456,1,6,9,36,1,1,0,,
457,1,6,9,36,1,1,0,,
458,1,6,9,36,1,1,1,,
459,1,6,9,36,1,1,0,,
460,1,6,9,36,1,1,0,,
461,1,6,9,38,0,0,0,,
462,1,6,9,38,0,0,0,,
463,1,6,9,38,0,0,0,,
464,1,6,9,38,0,0,0,,
465,1,6,9,38,0,0,0,,
466,1,6,9,38,0,0,0,,
467,1,6,9,38,0,0,0,,
468,1,6,9,38,0,0,0,,
469,1,6,9,38,0,0,0,,
470,1,6,9,38,0,0,0,,
471,1,6,9,38,0,0,0,,
472,1,6,9,38,0,0,0,,
473,1,6,9,38,0,0,0,,
474,1,6,9,38,0,0,0,,
475,1,6,9,38,0,0,0,,
476,1,6,9,38,0,0,0,,
477,1,6,9,38,0,0,0,,
478,1,6,9,38,0,0,0,,
479,1,6,9,38,0,0,0,,
480,1,6,9,38,0,0,0,,
481,1,2,12,16,0,0,0,,
482,1,2,12,16,0,0,0,,
483,1,2,12,16,0,0,0,,
484,1,2,12,16,0,0,0,,
485,1,2,12,16,1,0,0,,
486,1,2,12,16,0,0,0,,
487,1,2,12,16,0,0,0,,
488,1,2,12,16,0,0,0,,
489,1,2,12,16,1,1,0,,
490,1,2,12,16,0,0,0,,
491,1,2,12,16,0,0,0,,
492,1,2,12,16,0,0,0,,
493,1,2,12,16,0,0,0,,
494,1,2,12,16,0,0,0,,
495,1,2,12,16,0,0,0,,
496,1,2,12,16,0,0,0,,
497,1,2,12,16,0,0,0,,
498,1,2,12,16,0,0,0,,
499,1,2,12,16,0,0,0,,
500,1,2,12,16,0,0,0,,
501,1,1,12,20,1,0,0,,
502,1,1,12,20,1,0,0,,
503,1,1,12,20,0,0,0,,
504,1,1,12,20,1,0,0,,
505,1,1,12,20,1,0,0,,
506,1,1,12,20,1,0,0,,
507,1,1,12,20,1,0,0,,
508,1,1,12,20,1,0,0,,
509,1,1,12,20,1,0,0,,
510,1,1,12,20,1,0,0,,
511,1,1,12,20,1,0,0,,
512,1,1,12,20,1,0,0,,
513,1,1,12,20,1,0,0,,
514,1,1,12,20,0,0,0,,
515,1,1,12,20,1,0,0,,
516,1,1,12,20,1,0,0,,
517,1,1,12,20,1,0,0,,
518,1,1,12,20,1,0,0,,
519,1,1,12,20,1,0,0,,
520,1,1,12,20,1,0,0,,
521,1,5,12,24,0,0,0,,
522,1,5,12,24,1,1,0,,
523,1,5,12,24,1,0,0,,
524,1,5,12,24,0,0,0,,
525,1,5,12,24,1,0,0,,
526,1,5,12,24,1,1,0,,
527,1,5,12,24,1,1,0,,
528,1,5,12,24,1,1,0,,
529,1,5,12,24,1,1,0,,
530,1,5,12,24,1,0,0,,
531,1,5,12,24,1,0,0,,
532,1,5,12,24,0,0,0,,
533,1,5,12,24,1,1,0,,
534,1,5,12,24,1,1,0,,
535,1,5,12,24,0,0,0,,
536,1,5,12,24,1,0,0,,
537,1,5,12,24,0,0,0,,
538,1,5,12,24,1,0,0,,
539,1,5,12,24,0,0,0,,
540,1,5,12,24,0,0,0,,
541,1,1,12,28,1,1,0,,
542,1,1,12,28,1,1,0,,
543,1,1,12,28,1,1,0,,
544,1,1,12,28,1,1,1,,
545,1,1,12,28,1,1,0,,
546,1,1,12,28,1,1,1,,
547,1,1,12,28,1,1,0,,
548,1,1,12,28,1,1,0,,
549,1,1,12,28,1,1,0,,
550,1,1,12,28,1,1,1,,
551,1,1,12,28,1,1,1,,
552,1,1,12,28,1,1,0,,
553,1,1,12,28,0,0,0,,
554,1,1,12,28,1,1,0,,
555,1,1,12,28,1,1,0,,
556,1,1,12,28,1,1,1,,
557,1,1,12,28,0,0,0,,
558,1,1,12,28,1,1,0,,
559,1,1,12,28,1,1,1,,
560,1,1,12,28,1,1,0,,
561,1,2,12,32,1,1,1,,
562,1,2,12,32,1,1,1,,
563,1,2,12,32,1,1,1,,
564,1,2,12,32,1,1,0,,
565,1,2,12,32,1,1,1,,
566,1,2,12,32,1,1,1,,
567,1,2,12,32,1,1,0,,
568,1,2,12,32,1,1,1,,
569,1,2,12,32,1,1,0,,
570,1,2,12,32,0,0,0,,
571,1,2,12,32,1,1,0,,
572,1,2,12,32,1,1,1,,
573,1,2,12,32,1,1,0,,
574,1,2,12,32,1,1,0,,
575,1,2,12,32,1,1,1,,
576,1,2,12,32,1,1,1,,
577,1,2,12,32,1,0,0,,
578,1,2,12,32,1,1,0,,
579,1,2,12,32,1,1,1,,
580,1,2,12,32,1,1,0,,
581,1,1,12,34,1,0,0,,
582,1,1,12,34,1,1,1,,
583,1,1,12,34,1,1,0,,
584,1,1,12,34,1,1,0,,
585,1,1,12,34,1,1,0,,
586,1,1,12,34,1,1,1,,
587,1,1,12,34,0,0,0,,
588,1,1,12,34,1,1,0,,
589,1,1,12,34,0,0,0,,
590,1,1,12,34,0,0,0,,
591,1,1,12,34,1,1,0,,
592,1,1,12,34,1,1,1,,
593,1,1,12,34,1,1,0,,
594,1,1,12,34,1,1,0,,
595,1,1,12,34,1,1,1,,
596,1,1,12,34,1,1,0,,
597,1,1,12,34,1,1,0,,
598,1,1,12,34,1,1,0,,
599,1,1,12,34,0,0,0,,
600,1,1,12,34,1,1,0,,
601,1,6,12,36,0,0,0,,
602,1,6,12,36,1,1,0,,
603,1,6,12,36,1,1,1,,
604,1,6,12,36,1,1,1,,
605,1,6,12,36,1,1,0,,
606,1,6,12,36,1,1,0,,
607,1,6,12,36,1,1,0,,
608,1,6,12,36,1,1,0,,
609,1,6,12,36,1,1,0,,
610,1,6,12,36,1,1,0,,
611,1,6,12,36,1,1,0,,
612,1,6,12,36,1,1,0,,
613,1,6,12,36,1,1,0,,
614,1,6,12,36,1,1,0,,
615,1,6,12,36,1,1,0,,
616,1,6,12,36,1,1,0,,
617,1,6,12,36,1,1,0,,
618,1,6,12,36,0,0,0,,
619,1,6,12,36,0,0,0,,
620,1,6,12,36,0,0,0,,
621,1,6,12,38,0,0,0,,
622,1,6,12,38,0,0,0,,
623,1,6,12,38,0,0,0,,
624,1,6,12,38,0,0,0,,
625,1,6,12,38,0,0,0,,
626,1,6,12,38,0,0,0,,
627,1,6,12,38,0,0,0,,
628,1,6,12,38,0,0,0,,
629,1,6,12,38,0,0,0,,
630,1,6,12,38,0,0,0,,
631,1,6,12,38,0,0,0,,
632,1,6,12,38,0,0,0,,
633,1,6,12,38,0,0,0,,
634,1,6,12,38,0,0,0,,
635,1,6,12,38,0,0,0,,
636,1,6,12,38,0,0,0,,
637,1,6,12,38,0,0,0,,
638,1,6,12,38,0,0,0,,
639,1,6,12,38,0,0,0,,
640,1,6,12,38,0,0,0,,
641,1,2,15,16,0,0,0,,
642,1,2,15,16,0,0,0,,
643,1,2,15,16,0,0,0,,
644,1,2,15,16,0,0,0,,
645,1,2,15,16,0,0,0,,
646,1,2,15,16,0,0,0,,
647,1,2,15,16,0,0,0,,
648,1,2,15,16,1,0,0,,
649,1,2,15,16,0,0,0,,
650,1,2,15,16,0,0,0,,
651,1,2,15,16,0,0,0,,
652,1,2,15,16,0,0,0,,
653,1,2,15,16,0,0,0,,
654,1,2,15,16,0,0,0,,
655,1,2,15,16,0,0,0,,
656,1,2,15,16,0,0,0,,
657,1,2,15,16,0,0,0,,
658,1,2,15,16,1,1,0,,
659,1,2,15,16,0,0,0,,
660,1,2,15,16,0,0,0,,
661,1,1,15,20,0,0,0,,
662,1,1,15,20,1,0,0,,
663,1,1,15,20,1,1,0,,
664,1,1,15,20,1,0,0,,
665,1,1,15,20,1,0,0,,
666,1,1,15,20,1,0,0,,
667,1,1,15,20,1,0,0,,
668,1,1,15,20,1,0,0,,
669,1,1,15,20,1,0,0,,
670,1,1,15,20,1,0,0,,
671,1,1,15,20,1,0,0,,
672,1,1,15,20,1,0,0,,
673,1,1,15,20,1,0,0,,
674,1,1,15,20,1,0,0,,
675,1,1,15,20,0,0,0,,
676,1,1,15,20,0,0,0,,
677,1,1,15,20,1,0,0,,
678,1,1,15,20,1,0,0,,
679,1,1,15,20,1,1,0,,
680,1,1,15,20,0,0,0,,
681,1,5,15,24,1,1,0,,
682,1,5,15,24,1,0,0,,
683,1,5,15,24,1,1,0,,
684,1,5,15,24,0,0,0,,
685,1,5,15,24,1,0,0,,
686,1,5,15,24,1,1,0,,
687,1,5,15,24,1,1,0,,
688,1,5,15,24,1,1,0,,
689,1,5,15,24,1,1,0,,
690,1,5,15,24,0,0,0,,
691,1,5,15,24,1,1,0,,
692,1,5,15,24,1,1,0,,
693,1,5,15,24,1,1,0,,
694,1,5,15,24,0,0,0,,
695,1,5,15,24,1,1,0,,
696,1,5,15,24,1,1,0,,
697,1,5,15,24,1,1,1,,
698,1,5,15,24,0,0,0,,
699,1,5,15,24,1,1,0,,
700,1,5,15,24,1,0,0,,
701,1,1,15,28,1,1,1,,
702,1,1,15,28,1,1,0,,
703,1,1,15,28,1,1,0,,
704,1,1,15,28,1,1,1,,
705,1,1,15,28,1,1,0,,
706,1,1,15,28,1,1,0,,
707,1,1,15,28,1,1,1,,
708,1,1,15,28,1,1,0,,
709,1,1,15,28,0,0,0,,
710,1,1,15,28,0,0,0,,
711,1,1,15,28,1,1,1,,
712,1,1,15,28,1,1,1,,
713,1,1,15,28,1,1,0,,
714,1,1,15,28,1,1,0,,
715,1,1,15,28,1,1,0,,
716,1,1,15,28,1,1,1,,
717,1,1,15,28,1,1,1,,
718,1,1,15,28,1,1,0,,
719,1,1,15,28,1,1,1,,
720,1,1,15,28,1,1,1,,
721,1,2,15,32,1,1,0,,
722,1,2,15,32,0,0,0,,
723,1,2,15,32,1,1,1,,
724,1,2,15,32,1,1,0,,
725,1,2,15,32,1,0,0,,
726,1,2,15,32,1,1,0,,
727,1,2,15,32,1,1,0,,
728,1,2,15,32,1,1,0,,
729,1,2,15,32,1,1,0,,
730,1,2,15,32,1,1,0,,
731,1,2,15,32,1,1,0,,
732,1,2,15,32,1,1,1,,
733,1,2,15,32,1,1,1,,
734,1,2,15,32,1,1,0,,
735,1,2,15,32,1,1,0,,
736,1,2,15,32,1,1,0,,
737,1,2,15,32,1,1,0,,
738,1,2,15,32,1,1,0,,
739,1,2,15,32,1,1,1,,
740,1,2,15,32,1,1,0,,
741,1,1,15,34,1,1,1,,
742,1,1,15,34,1,1,0,,
743,1,1,15,34,1,1,1,,
744,1,1,15,34,1,1,1,,
745,1,1,15,34,1,1,1,,
746,1,1,15,34,1,1,1,,
747,1,1,15,34,0,0,0,,
748,1,1,15,34,1,1,0,,
749,1,1,15,34,1,1,0,,
750,1,1,15,34,0,0,0,,
751,1,1,15,34,1,1,0,,
752,1,1,15,34,1,1,0,,
753,1,1,15,34,1,1,0,,
754,1,1,15,34,1,1,0,,
755,1,1,15,34,1,1,0,,
756,1,1,15,34,1,1,0,,
757,1,1,15,34,1,1,0,,
758,1,1,15,34,1,1,0,,
759,1,1,15,34,1,1,0,,
760,1,1,15,34,1,1,0,,
761,1,6,15,36,1,1,0,,
762,1,6,15,36,1,1,0,,
763,1,6,15,36,1,1,0,,
764,1,6,15,36,1,1,0,,
765,1,6,15,36,1,1,0,,
766,1,6,15,36,1,1,0,,
767,1,6,15,36,1,1,0,,
768,1,6,15,36,0,0,0,,
769,1,6,15,36,1,1,0,,
770,1,6,15,36,1,1,0,,
771,1,6,15,36,1,1,0,,
772,1,6,15,36,0,0,0,,
773,1,6,15,36,1,1,0,,
